Unnamed: 0,furniture_type,name,discounted_price,original_price,product_details,company
117,Bed,ELTOP Double Bed With Storage Engineered Wood Engineere...,1426,6188,"['Bed Material Subtype: MDF', 'W x H x D: 152.4 cm x 93.98 cm x 198.12 cm (5 ft x 3 ft 1 in x 6 ft 6 in)', 'Storage Type: Hydraulic', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
118,Bed,Sleepyhead Solid Wood Queen Bed,1253,4538,"['Bed Material Subtype: Swedish Pine', 'W x H x D: 121.9 cm x 30 cm x 190.5 cm (3 ft 11 in x 11 in x 6 ft 3 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
120,Bed,Modway Solid Wood King Bed,2012,5074,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 187.96 cm x 55.88 cm x 208.28 cm (6 ft 2 in x 1 ft 10 in x 6 ft 9 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
121,Bed,Suncrown Furniture Solid Wood King Bed,1294,4538,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 190.5 cm x 106.68 cm x 208.28 cm (6 ft 3 in x 3 ft 6 in x 6 ft 9 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Magica
123,Bed,PURPLE TREE Rosewood (Sheesham) Solid Wood Single Bed,1913,4909,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 128.77 cm x 89.91 cm x 215.8 cm (4 ft 2 in x 2 ft 11 in x 7 ft)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mobila Casa
124,Bed,FurnitureKraft Atlanta Metal Queen Bed,982,1897,"['Bed Material Subtype: Wrought Iron', 'W x H x D: 159.9 cm x 101 cm x 206 cm (5 ft 2 in x 3 ft 3 in x 6 ft 9 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Ikea
125,Bed,Wake Up Arcadia Sheesham Bed With Storage (78x60 inch)-...,775,1732,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 152.4 cm x 90.17 cm x 209.55 cm (5 ft x 2 ft 11 in x 6 ft 10 in)', 'Storage Type: Box', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mobila Casa
126,Bed,House Of Kuber Solid Sheesham Wood Queen Size Bed With ...,694,1320,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 160.02 cm x 99.06 cm x 210.058 cm (5 ft 3 in x 3 ft 3 in x 6 ft 10 in)', 'Storage Type: Box', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Magica
127,Bed,PURPLE TREE Rosewood (Sheesham) Solid Wood King Bed,733,866,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 187.96 cm x 90.17 cm x 209.55 cm (6 ft 2 in x 2 ft 11 in x 6 ft 10 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
129,Bed,Meera Handicraft Sheesham Solid Wood King Size Bed with...,849,1176,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 187.96 cm x 41.65 cm x 205.74 cm (6 ft 2 in x 1 ft 4 in x 6 ft 9 in)', 'Storage Type: Box', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
