Unnamed: 0,furniture_type,name,discounted_price,original_price,product_details,company
648,Recliner,Interio canape Leatherette Powered Recliner,27583,43146,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
649,Recliner,Recliners India Leatherette Manual Recliner,20319,27092,"['Material: Leatherette', 'Reclining Positions: 3', 'Filling Material: Foam, Polyfill, Pocket Springs', 'W x H x D: 73.6 cm x 101.6 cm x 96.5 cm (2 ft 4 in x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
653,Recliner,Interio canape Leatherette Powered Recliner,50070,69235,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",FurnitureForYou
656,Recliner,FURNY Crson Leatherette Manual Recliner,41676,56189,"['Material: Leatherette', 'Reclining Positions: 2', 'Filling Material: Foam', 'W x H x D: 177.8 cm x 104.14 cm x 93.98 cm (5 ft 9 in x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Dedeman
657,Recliner,Interio canape Fabric Manual Rocker Recliner,24975,42143,"['Material: Fabric', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 91 cm x 104 cm x 94 cm (2 ft 11 in x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
660,Recliner,Recliners India Fabric Manual Swivel & Rocker Recliner,31802,42143,"['Material: Fabric', 'Reclining Positions: 3', 'Filling Material: Polyfill, Foam, Pocket Springs', 'W x H x D: 84 cm x 104 cm x 81 cm (2 ft 9 in x 3 ft 4 in x 2 ft 7 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
661,Recliner,"Alcanes Matinee Recliner, Ultra Comfortable and Durable...",23579,33112,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 99.06 cm x 99.06 cm x 96.52 cm (3 ft 3 in x 3 ft 3 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
668,Recliner,Home Centre Cape Leatherette Manual Rocker Recliner,152516,234640,"['Material: Leatherette', 'Reclining Positions: 3', 'Filling Material: Foam', 'W x H x D: 101.6 cm x 55 cm x 101.6 cm (3 ft 4 in x 1 ft 9 in x 3 ft 4 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Jysk
669,Recliner,Interio canape Leatherette Manual Recliner,22977,49167,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
670,Recliner,Recliners India Fabric Manual Rocker Recliner,31802,42143,"['Material: Fabric', 'Reclining Positions: 3', 'Filling Material: Foam, Polyfill, Pocket Springs', 'W x H x D: 84 cm x 104 cm x 81 cm (2 ft 9 in x 3 ft 4 in x 2 ft 7 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",FurnitureForYou
672,Recliner,Interio canape Leatherette Manual Swivel & Rocker Recli...,24975,41139,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 91 cm x 104 cm x 94 cm (2 ft 11 in x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",FurnitureForYou
